Ranking,Pais,1990,Indice_Ingreso_1990,1991,Indice_Ingreso_1991,1992,Indice_Ingreso_1992,1993,Indice_Ingreso_1993,1994,Indice_Ingreso_1994,1995,Indice_Ingreso_1995,1996,Indice_Ingreso_1996,1997,Indice_Ingreso_1997,1998,Indice_Ingreso_1998,1999,Indice_Ingreso_1999,2000,Indice_Ingreso_2000,2001,Indice_Ingreso_2001,2002,Indice_Ingreso_2002,2003,Indice_Ingreso_2003,2004,Indice_Ingreso_2004,2005,Indice_Ingreso_2005,2006,Indice_Ingreso_2006,2007,Indice_Ingreso_2007,2008,Indice_Ingreso_2008,2009,Indice_Ingreso_2009,2010,Indice_Ingreso_2010,2011,Indice_Ingreso_2011,2012,Indice_Ingreso_2012,2013,Indice_Ingreso_2013,2014,Indice_Ingreso_2014,2015,Indice_Ingreso_2015,2016,Indice_Ingreso_2016,2017,Indice_Ingreso_2017,2018,Indice_Ingreso_2018,2019,Indice_Ingreso_2019
43, Chile,9130,0.6818883487795798,9692,0.6909116792600459,10689,0.7057022063860815,11279,0.7138180402582768,11546,0.7173522106897885,12444,0.728666212825409,13170,0.7372315164029987,13976,0.7462042354686989,14500,0.7517641553436731,14185,0.7484464305269675,14679,0.7536174961098241,15023,0.7571166204219753,15250,0.759382024822389,15389,0.7607526237788089,15940,0.7660665687735034,16552,0.7717576337973779,16585,0.7720584963246698,17399,0.7792961898381339,18659,0.7898573827327328,18342,0.7872690289874213,19074,0.7931802383954027,20264,0.8023220952381571,21468,0.8110406607002841,22056,0.8151223707605685,22501,0.8181397209200794,22949,0.8211177257381882,23003,0.8214727489471593,22685,0.8193699430331369,23222,0.8229040719406251,23261,0.8231575484763981
85, China,1469,0.4059119750420639,1581,0.41701089475840714,1778,0.4347496077908457,1981,0.45108064028124983,2198,0.4667822926681869,2361,0.47758842726672557,2571,0.49045983631645046,2787,0.5026456260651925,2965,0.5119976803429012,3172,0.5221917173599455,3417,0.5334303648853475,3667,0.5440965484384811,3989,0.5568104084228472,4377,0.5708318523539995,4806,0.5849558017709462,5299,0.5997068450222531,5969,0.6176917346090391,6810,0.6376028000705027,7458,0.6513330351841484,8056,0.6629839446610328,8847,0.6771320152582878,9597,0.6894237420407004,10373,0.7011691902235841,11060,0.7108562008719316,11932,0.7223196497177015,12644,0.7310746779315431,13434,0.7402295634744274,14333,0.750014313895693,15187,0.7587566987608577,16057,0.7671712722982718
83, Colombia,8013,0.6621755045647739,8058,0.6630214414295955,8257,0.6667065877875046,8612,0.6730653171781856,9031,0.6802414498710511,9337,0.6852749135796181,9323,0.6850482489883938,9471,0.687427381731801,9412,0.6864834303306767,8881,0.6777114264906794,8947,0.6788298608430047,8931,0.678559484699438,8997,0.6796716805171474,9148,0.6821858653616797,9491,0.6877460312147566,9910,0.6942716942770513,10427,0.7019535198217288,10946,0.7092911270352491,11114,0.711591929709301,11160,0.7122158475976047,11461,0.7162360464279052,12050,0.7238061579445977,12469,0.7289693794092889,13032,0.7356403490356869,13564,0.7416842932211044,14038,0.7468728633431015,14186,0.7484570791281054,14055,0.7470556809664887,14085,0.7473777615392138,14257,0.749211217524491
156, Comoros,3055,0.5165146334400924,2808,0.5037795618132667,2988,0.5131649234503126,2977,0.512607801931884,2733,0.49969009355921057,2757,0.5010108078206638,2643,0.4946319514089474,2676,0.4965063274553617,2636,0.49423134874200486,2622,0.49342694203340537,2835,0.5052250822354142,2833,0.5051184797388376,2820,0.50442372369085,2809,0.5038333470128308,2793,0.5029704772256158,2807,0.5037257574560177,2815,0.5041556566615282,2781,0.5023200747939682,2813,0.5040482965067743,2836,0.505278355285298,2875,0.507341484370632,2921,0.5097392447368816,2940,0.5107186233242046,3005,0.514021908039396,2999,0.5137199977495934,2971,0.512303049176102,3004,0.5139716315432157,3049,0.5162176692591675,3085,0.5179907598255459,3099,0.5186747132059698
149, Congo,3019,0.5147240275768274,3062,0.5168603553891602,3186,0.5228569528608022,2868,0.5069732480330736,2781,0.5023200747939682,2021,0.45410034566537616,2033,0.4549946101304407,2265,0.4713180284549072,2616,0.49308088064177363,2038,0.45536566345231333,1801,0.4366911163967365,2020,0.45402558410414706,2048,0.45610504687361747,1990,0.4517653564284241,1825,0.4386907802112662,1503,0.40936831349411096,1351,0.39326304570226805,1582,0.4171064089768152,1826,0.4387735278065316,2055,0.4566204702933419,2046,0.4559574594350279,2009,0.4532007555244678,2396,0.4798112761221296,2580,0.4909876961362372,3002,0.513871028321795,3855,0.5516488996536888,3417,0.5334303648853475,3126,0.5199850843941791,2964,0.5119467254659196,2879,0.507551502800542
175, Congo (Democratic Republic of the),1695,0.42752817763926654,1495,0.40856214356793497,1283,0.38546192753734826,1098,0.3619409274383524,954,0.3407052180684753,911,0.3337384107916565,949,0.3399114394085694,869,0.3266086147120594,840,0.3214815968726567,758,0.3059653777931364,740,0.30233502527370365,683,0.29022710378601435,695,0.29285803934376936,717,0.29756553940647057,738,0.3019262138431785,749,0.3041611073942275,771,0.3085340786806406,787,0.3116367444991715,787,0.3116367444991715,803,0.3146769624697983,830,0.31967252457495127,848,0.3229134154732718,870,0.32678234185182925,875,0.3276479931112944,932,0.33718095843646984,980,0.34476694055665047,1039,0.3535978730268445,1030,0.3522837017776559,1056,0.3560494279659907,1063,0.35704744020386503
62, Costa Rica,9115,0.6816399698833118,9278,0.684317372027663,9896,0.6940581447878531,10344,0.7007462893140637,10681,0.7055891089684411,10802,0.707290727623055,10725,0.7062100994889788,11048,0.7106922177929942,11424,0.7157475983675207,11415,0.7156285474762569,11507,0.7168411119916529,11697,0.7193149294731715,11893,0.7218251121491194,12217,0.7258852534554571,12624,0.7308355521393554,12998,0.7352457352986349,13870,0.7450541970525821,14854,0.7554077011275449,15447,0.7613208714602223,14887,0.755742917911194,15426,0.7611153733973061,15876,0.7654588506538185,16481,0.7711082847558962,16567,0.7718944637817147,16863,0.7745695260022016,17238,0.7778919026362642,17783,0.7825937683959376,18161,0.7857709980607227,18371,0.7875076701837889,18486,0.7884503114992399
43, Croatia,16746,0.7735178081905408,13287,0.7385675436005917,11667,0.7189270100730786,10839,0.7078072534311896,11595,0.7179919187317745,14815,0.7550105743678311,15866,0.7653636734523962,17060,0.7763239883794498,17320,0.7786087608583757,17024,0.7760048938863232,17804,0.7827720453356729,19081,0.7932356644277194,20114,0.801199777939648,20898,0.8069757519201036,22106,0.81546442002447,22877,0.8206430597577987,23971,0.8276992849535483,25305,0.8358800461906514,25505,0.8370692334493485,23531,0.824900816562103,23306,0.8234494938466389,23346,0.823708528003196,22866,0.8205704098189138,23128,0.822291374714442,23180,0.8226306206906565,24300,0.8297584138377699,24715,0.8323163910510305,26205,0.8411591762693962,27151,0.8465161632321778,28070,0.8515444327423674
70, Cuba,5271,0.5989065478847034,4686,0.5811362371770487,4136,0.5622768984681777,3501,0.5370988543539257,3509,0.5374436322071826,3555,0.5394109770155873,3826,0.5505082572828791,3917,0.5540590010484381,3912,0.5538660571834273,4134,0.5622038364443207,4352,0.5699665977750219,4496,0.574883855035204,4549,0.5766541248843223,4707,0.5818116711479283,4962,0.5897810879813495,5524,0.6059883634796926,6211,0.6236950676766324,6636,0.6336930626664374,6911,0.6398266765275357,6953,0.6407419044742064,7151,0.6449833962331918,7395,0.6500516013798369,7618,0.6545394327023577,7823,0.6585506035486766,7879,0.659628065887548,8218,0.6659914212287114,8242,0.666431924281235,8388,0.6690843239715778,8578,0.6724677719118393,8621,0.6732230960566187
33, Cyprus,25033,0.8342475793138074,24590,0.8315504643954431,26162,0.840911104090002,25748,0.8385016107841077,26677,0.8438557535029074,27160,0.8465662268139516,27124,0.8463658728559936,27265,0.8471490792337291,31123,0.867140288271057,29570,0.8594082345261967,30070,0.8619410861447426,31382,0.8683921451895747,32901,0.8755323339510338,33708,0.879192738406988,34345,0.882020690481184,35692,0.8878318235565874,36635,0.8917709784209624,37335,0.8946300339457663,39674,0.9038089108135193,38368,0.8987527307054513,37691,0.8960635701590384,38404,0.8988943971132106,35342,0.8863432424873751,32941,0.8757158712068444,32194,0.8722509574489258,34160,0.8812048265810467,35072,0.8851848010591521,36616,0.8916926161061658,37459,0.8951309010701963,38207,0.8981175362271425
27, Czechia,23867,0.8270424924114995,21083,0.8083070918692212,21048,0.8080561150676013,20996,0.8076824635579023,21603,0.8119875897484513,22596,0.8187761408907325,23427,0.8242317155889103,23325,0.8235725904585514,23269,0.8232094911311562,23545,0.8249906619313636,24568,0.8314152584752582,25097,0.8346332793760752,25363,0.8362258753627835,26353,0.8420099052672946,27277,0.8472155479662951,29067,0.8568165979599297,30498,0.8640759735170516,31896,0.8708462162300808,32468,0.8735311380225381,30524,0.864204695920563,31046,0.8667661050844582,31496,0.8689398843748427,31662,0.869733934507848,31556,0.8692273723726387,32088,0.8717527799796748,33720,0.8792465044625047,34562,0.8829720946076132,36124,0.8896491584976541,37294,0.8944640586383213,38109,0.89772958429538
162, C�te d'Ivoire,3900,0.5534019839109534,3718,0.5461829302320295,3629,0.5425230370084292,3545,0.538985467631743,3565,0.539835291146779,3709,0.5458168329524092,3775,0.5484811666604013,4003,0.5573396332482934,4091,0.5606243943466108,3962,0.5557844945945514,3870,0.5522355245904896,3801,0.5495179840930777,3660,0.5438079199571481,3565,0.539835291146779,3548,0.5391132463491155,3534,0.5385160187314619,3508,0.5374005779867456,3493,0.5367532877602547,3512,0.5375727212889995,3540,0.5387722626120439,3527,0.5382165171124114,3292,0.5278008666674776,3576,0.540300664164402,3757,0.5477591782533182,4057,0.5593637353685924,4322,0.5689217072952425,4513,0.5754539406121659,4687,0.5811684692760463,4866,0.5868299664002458,5069,0.5930038127994918
10, Denmark,38022,0.8973843411132133,38392,0.8988471897380529,39101,0.9016113491340318,39166,0.9018622498916189,41168,0.9093927152640512,42379,0.9137720778605114,43293,0.9169953054488568,44585,0.921437328905,45582,0.9247779901744977,46939,0.929209358792264,47958,0.9324535436823763,48559,0.9343347805204005,48737,0.934887484643555,48959,0.9355739903364353,50632,0.9406495496642354,52016,0.9447231565938299,54083,0.9506095779054415,53963,0.950274041278102,53693,0.949516347643087,50728,0.940935685310418,51778,0.9440304127535782,52486,0.9460819185783063,52487,0.9460847965703877,53227,0.9481996170680483,54071,0.9505760577622385,54651,0.9521877491464479,55649,0.9549213435987746,56235,0.9565036872407575,57553,0.960003183819473,58662,0.9628862177018898
166, Djibouti,1852,0.44090920721824334,1754,0.4326967236734442,1811,0.4375275290064936,1900,0.4447743835010624,1814,0.437777552343099,1900,0.4447743835010624,1760,0.43321256617148485,1792,0.4359343646985622,1738,0.43131246902536097,1786,0.4354277491380087,1770,0.4340684082987424,1759,0.43312671465943836,1795,0.43618703673636583,1927,0.4469058558911132,1989,0.45168942994711725,2024,0.4543244085960205,2248,0.4701800007219025,2327,0.4753973074209643,2410,0.4806913369715495,2706,0.498190355280253,2977,0.512607801931884,3304,0.5283504939495927,3675,0.5444257356706497,4092,0.5606613137483296,4398,0.5715548555254885,4700,0.5815868618963441,4950,0.5894153354264349,5103,0.594013626797474,5341,0.6008993964640137,5689,0.6104342735630481
94, Dominica,7741,0.6569588938875247,7882,0.6596855707666309,8112,0.6640303517348598,8114,0.6640675896818939,8077,0.6633771972675644,8264,0.6668345933783203,8342,0.6682536507911823,8690,0.6744272899984092,9118,0.6816896783457953,8860,0.6773538173547194,8576,0.6724325484695951,9052,0.6805922956140161,8752,0.675501191476615,9451,0.6871080586419956,9569,0.6889823809337744,9621,0.6898010278600133,10484,0.7027770287896246,11004,0.7100894188631082,11942,0.7224461938579494,11947,0.7225094261965093,11712,0.7195085162373059,11700,0.7193536666785076,11363,0.7149388546430441,11383,0.7152044939120289,11891,0.7217997075524603,11529,0.7171296366574542,11937,0.7223829350390764,11052,0.7107468986013306,11276,0.7137778569555225,11884,0.7217107578027051
88, Dominican Republic,5940,0.6169560515342423,5857,0.6148304547579064,6453,0.6294689049415787,6692,0.6349624460303691,6789,0.6371362697549673,7049,0.6428132624859776,7396,0.6500720267373662,7920,0.6604120773932914,8307,0.667618542570072,8647,0.6736779781487887,8926,0.6784748928109195,9012,0.6799233143107697,9286,0.6844475644351018,8811,0.6765160888947191,8752,0.675501191476615,9752,0.6918439331841573,10549,0.7037106715222176,11176,0.7124322598572279,11558,0.7175091245522848,11520,0.7170116704418692,12330,0.7272760073741974,12531,0.7297186173729728,12709,0.7318492327418289,13069,0.7360686135316683,13816,0.7444649447345691,14697,0.7538026134508594,15464,0.7614870225192215,15942,0.7660855206249028,16927,0.7751417413540163,17591,0.7809539772930163
86, Ecuador,7643,0.6550343408555038,7900,0.6600301410801303,7993,0.6617980066015209,8054,0.6629464385822852,8244,0.6664685749501956,8277,0.66707203064478,8217,0.665973039028338,8427,0.6697850297803849,8490,0.6709101175703043,7743,0.6569979162931615,7663,0.6554291032162797,7967,0.66130584463533,8191,0.6654943149543416,8250,0.666578473631929,8748,0.6754321374267818,9108,0.6815239198178268,9386,0.6860655718861264,9427,0.6867239777535249,10015,0.695863764401818,9945,0.6948042509201654,10187,0.6984360061216452,10808,0.7073746086421727,11263,0.7136036056821125,11647,0.7186678425884178,11892,0.7218124103848588,11693,0.7192632644084935,11346,0.7147126933930418,11360,0.7148989684311206,11256,0.7135096947487924,11044,0.7106375171835317
116, Egypt,5930,0.6167015346562027,6058,0.6199274052665679,6187,0.6231102407559129,6234,0.6242534101077001,6349,0.627014578794647,6520,0.6310291953889214,6716,0.6355032189159597,6944,0.640546250480901,7210,0.6462245825425051,7465,0.6514747480029129,7781,0.6577374330745436,7916,0.6603357673480313,7967,0.66130584463533,8053,0.6629276820501471,8236,0.6663219188887926,8373,0.6688139538772393,8859,0.6773367672128898,9360,0.6856465543320625,9845,0.6932776514552413,10039,0.6962253221243591,10136,0.6976778642654282,10157,0.6979905012822641,10045,0.696315576497516,10051,0.6964057769767366,10099,0.6971254483237418,10383,0.7013147440326684,10646,0.7050933097144759,10800,0.7072627569292652,11079,0.7111154772259534,11466,0.7163019319488085
124, El Salvador,5124,0.5946339797489494,5126,0.594692928327797,5462,0.6042833653409411,5710,0.6109908441302397,5932,0.6167524723506257,6146,0.6221058934272458,6117,0.6213914476348339,6223,0.6239866342423935,6338,0.6267526392562935,6351,0.6270621554033488,6404,0.6283175062211364,6415,0.6285767485103964,6450,0.6293986627959837,6471,0.6298896732676266,6489,0.6303092727912637,6632,0.6336019829341755,6937,0.640393899755551,7041,0.6426417300543387,7239,0.6468309389813112,6985,0.6414355178903713,7123,0.6443907710540363,7355,0.6492323140486919,7447,0.6511100746545481,7541,0.6530048471292131,7635,0.6548761465942805,7765,0.6574264987434681,7879,0.659628065887548,7984,0.6616278242486114,8141,0.6645694055537046,8359,0.6685611710977941
145, Equatorial Guinea,3565,0.539835291146779,3549,0.539155815246503,3420,0.5335629280631222,3716,0.5461016519242416,3661,0.5438491863776697,4000,0.5572263839129528,4899,0.5878509306833054,8787,0.6761040716426747,10524,0.7033522607542998,13571,0.7417622287392996,10380,0.7012710926145407,12199,0.7256625303511465,15210,0.7589852925355575,14435,0.7510854866686503,16047,0.767077168301097,19245,0.7945284312779506,24395,0.8303478095739756,27402,0.847906197002147,26795,0.8445224428071018,26908,0.8451581362632399,19742,0.7983799082125009,20366,0.8030805356501373,21808,0.8134142629474759,21134,0.8086720560328501,20704,0.8055669242527254,21324,0.8100240170554028,19423,0.7959191476381873,16604,0.7722314487613057,14897,0.7558443520617822,13944,0.7458579757609097
180, Eritrea,1342,0.3922533861078729,1495,0.40856214356793497,1670,0.42528362324535257,1901,0.44485386560306966,2166,0.464566953510281,2670,0.4961672572088863,2676,0.4965063274553617,2941,0.5107699940886445,3191,0.5230938287622203,3218,0.5243665792305646,3121,0.519743279105823,2631,0.4939445521276967,2724,0.4991918334107561,2669,0.4961106714313451,2478,0.4848944680905436,2432,0.4820640131214738,2336,0.47598040983167755,2311,0.47435509039213974,2034,0.455068893747074,2074,0.4580106757445535,2084,0.4587372559399266,2235,0.46930392219754546,2365,0.4778441289467085,2452,0.48330116771395853,2499,0.4861692075658624,2540,0.4886274023123461,2561,0.48987115384349544,2661,0.49565722049006644,2740,0.5000764961523909,2793,0.5029704772256158
29, Estonia,16828,0.7742556764578005,15646,0.7632544578619781,12878,0.7338446827623856,11867,0.7214945186656595,11948,0.7225220694885344,12877,0.7338329525560989,13650,0.7426390103625012,15076,0.7576485957060444,15991,0.7665490997842007,15904,0.7657250282229215,17242,0.7779269503699203,18249,0.7865011782444629,19620,0.7974435300690742,21069,0.8082067511823225,22704,0.8194964079944205,25226,0.8354077257338388,27489,0.8483850317704911,29185,0.8574285804045922,28191,0.8521941820066207,24688,0.8321512794119265,24830,0.8330176299371161,26825,0.8446914719907738,28030,0.8513290234632542,28996,0.8564471729466334,29803,0.8605938295303684,30529,0.864229437658351,31299,0.8679920994649561,33018,0.8760685538308975,34643,0.8833256967990439,36019,0.889209452275448
138, Eswatini (Kingdom of),5422,0.6031730646319114,5410,0.6028383767592912,5469,0.6044768316778177,5356,0.6013230362613088,5116,0.5943979551206492,5574,0.607349480378494,5847,0.6145723280180954,5917,0.6163700202987916,5723,0.6113343629536875,5908,0.6161400834117008,5755,0.6121766344169972,6051,0.6197527599222051,5884,0.6155252017022469,5949,0.6171847506413339,6280,0.6253639415029887,7045,0.6427275206182689,7015,0.6420829005871779,7339,0.648903350845033,7242,0.6468935268137291,7159,0.6451522915479272,7152,0.6450045184777036,7608,0.6543410145319926,7976,0.661476389918756,8348,0.6683622588711493,8302,0.667527594448004,8490,0.6709101175703043,7955,0.661078150988832,7995,0.6618357988787706,7844,0.6589555530934207,7919,0.6603930034957498
173, Ethiopia,763,0.3069585156991643,683,0.29022710378601435,600,0.2706555370808555,652,0.2832105201025717,651,0.28297866168194724,671,0.2875495317945713,741,0.30253901683931644,741,0.30253901683931644,690,0.291767379505391,705,0.295016015064247,726,0.29944983491741306,763,0.3069585156991643,753,0.3049656671198541,716,0.2973547149041678,790,0.3122114657937806,863,0.32556203501938624,930,0.3368564562034476,1010,0.3493217297908455,1088,0.3605588891484188,1149,0.3687991077579436,1257,0.38236933998028116,1358,0.3940436972143004,1434,0.4022693937197721,1542,0.4132379329939422,1652,0.42364663963629107,1772,0.4342389963816714,1889,0.4438973089624765,2010,0.45327592633038816,2094,0.4594603579975447,2207,0.46739954736699285
93, Fiji,8788,0.6761212614841022,8777,0.6759320655532857,8691,0.6744446717061989,8602,0.6728898138107264,8785,0.6760696860901978,9146,0.6821528368863367,9490,0.6877301146949192,9143,0.682103280628673,9022,0.6800908375966319,9744,0.6917199645835351,9957,0.6949864104012452,10588,0.704268099748471,10847,0.7079187028368759,11073,0.7110336485503987,11906,0.7219901379656032,10794,0.7071788137587918,10747,0.7065196400304513,10634,0.7049229460895983,10654,0.7052067788138057,10624,0.7047808294817123,10569,0.7039967891025594,10813,0.7074444739278082,10875,0.708308129484624,11589,0.7179137325336625,11891,0.7217997075524603,12228,0.726021200533169,12545,0.7298872870538664,12611,0.7306799171338745,12966,0.7348733900627964,13009,0.7353735172915031
11, Finland,32063,0.8716350454634343,29767,0.8604112541739244,28321,0.8528891593465989,27828,0.8502364891528834,29137,0.8571799374656215,30507,0.8641205436864566,31766,0.8702292933443853,33957,0.8803044814615851,35540,0.887187155260897,37391,0.8948564376751468,39633,0.9036527257217034,40827,0.9081362898388924,41571,0.9108642327142948,41912,0.9120982633762477,44042,0.9195863289053694,44977,0.9227596357945859,46837,0.9288807525246272,48807,0.9351042873789712,48900,0.9353918448162222,45215,0.9235568538963186,46463,0.9276697097349609,47002,0.9294119649493967,46163,0.9266912182126492,45512,0.9245458365029525,45422,0.9242468279854952,45516,0.9245591120429164,46396,0.9274517290166951,47491,0.9309754016493994,48360,0.9337144659734502,48511,0.9341853898601098
26, France,33981,0.880411206349098,34118,0.8810189880527314,34536,0.8828584169555471,34202,0.8813904367596894,34824,0.8841128662248736,35432,0.8867274237729421,35989,0.8890835864771038,36832,0.8925810850104566,38048,0.8974875999319016,39415,0.9028195551689949,40512,0.9069663026676115,41106,0.909165050215108,40966,0.9086497021571761,41127,0.9092422010044005,42003,0.9124258824418254,42515,0.9142560601688491,43371,0.9172672142051813,44146,0.9199426087472133,44092,0.9197577221787775,42662,0.9147774500876893,43282,0.9169569199321574,44156,0.9199768221811166,43880,0.9190296751400701,43932,0.9192085777718266,44115,0.9198364978292468,44454,0.9209928424420156,44806,0.9221842359683565,45851,0.9256668182558109,46537,0.9279100995517608,47173,0.9299605300346929
119, Gabon,16794,0.7739501683608646,17388,0.7792006591456019,16032,0.7669359022930645,16052,0.7671242276277431,16578,0.771994727055583,16744,0.7734997662996409,16869,0.7746232633671868,17267,0.7781458146630115,18100,0.7852627711333736,15751,0.7642648034953335,13982,0.7462690708934211,14761,0.7544589772243032,14909,0.7559659832014518,14628,0.7530917616384096,13485,0.7408019362607711,14164,0.7482226363233481,12682,0.731527976683815,12759,0.7324423532281399,11744,0.7199206740138262,12313,0.7270675954242879,12105,0.7244940552398823,11978,0.7229008770047309,13011,0.7353967387721607,13457,0.7404879609062028,14659,0.7534115437548174,14165,0.7482333007118858,14168,0.7482652893608699,14058,0.7470879199446027,13811,0.7444102678847377,13930,0.7457062371932733
172, Gambia,2257,0.4707835538366947,2248,0.4701800007219025,2250,0.4703143321948547,2220,0.46828670804125777,2158,0.4640080047453027,2120,0.46132438213301846,2144,0.4630248398429921,2065,0.45735375198273615,2075,0.45808349123469794,2137,0.46253084728890387,2191,0.4663004557959068,2230,0.46896561134755443,2143,0.46295436830853004,2147,0.46323605739972684,2298,0.4735029620712452,2174,0.4651238416299746,2091,0.4592437906036321,2097,0.45967661534497484,2173,0.4650543427875341,2243,0.46984364847564986,2307,0.4740934086785722,2046,0.4559574594350279,2092,0.4593160142394233,2086,0.45888215353509426,1991,0.45184124476530263,2009,0.4532007555244678,1999,0.4524469828456985,2034,0.455068893747074,2106,0.46032353595421766,2168,0.46470636813151067
61, Georgia,10664,0.7053484954311801,8448,0.6701609909058954,5057,0.5926457899622173,3369,0.5312933781380131,3109,0.5191613622460177,3221,0.5245073362508874,3673,0.5443435060924732,4431,0.5726840575526518,4779,0.5841047813150548,5041,0.5921671023558286,5178,0.5962175721002417,5359,0.6014076218340537,5702,0.6107790589832031,6349,0.627014578794647,6809,0.6375806169833963,7462,0.6514140302163195,8269,0.6669259595768234,9189,0.6828613624776032,9302,0.6847076131007988,9036,0.6803250585140114,9582,0.6891874589776947,10268,0.6996323471822172,11197,0.7127158312415364,11545,0.7173391271740054,12112,0.7245813815106099,12335,0.7273372503230922,12382,0.727911723595075,12924,0.7343832899250288,13701,0.7432023426888454,14429,0.7510226863359637
6, Germany,37232,0.8942127246741705,38644,0.8998354596400934,39032,0.9013445515408322,38331,0.898606990539488,38855,0.900657995107008,39246,0.9021704798233473,39514,0.9031984913077777,40077,0.9053355619629201,40722,0.9077473001379819,41415,0.9102963122975309,42616,0.9146144874404087,43206,0.9166914440617528,42891,0.9155861147774136,42578,0.9144797333926328,43803,0.9187643718473874,44240,0.9202639094985348,46369,0.9273637970410057,47706,0.9316577138538876,48016,0.9326361188274491,45989,0.9261207752814907,47860,0.9321445523271612,50931,0.9415389640014958,50969,0.9416516257887091,51010,0.9417730877626501,51776,0.9440245778951895,52371,0.9457505832154108,53213,0.9481598804981215,54368,0.9514035029507778,55155,0.9535744242508091,55314,0.9540092589623537
138, Ghana,2315,0.47461631956468847,2370,0.47816314856133457,2396,0.4798112761221296,2433,0.4821261120869443,2440,0.4825600915028956,2471,0.48446715314821226,2520,0.48743327964021077,2560,0.48981215922006255,2613,0.49290755218743804,2660,0.4956004432928636,2682,0.49684463830535286,2761,0.5012298085569286,2822,0.5045308174432123,2895,0.5083886686780208,2973,0.5124047017582556,3111,0.5192585041988059,3190,0.5230464832889037,3245,0.5256286954225154,3457,0.5351883798563681,3536,0.5386014816652155,3676,0.5444668336797127,4031,0.5583925527413462,4208,0.5648838693718011,4554,0.5768200655045256,4526,0.5758884413007149,4614,0.578797262991874,4638,0.5795809520720279,4864,0.5867678674347754,5057,0.5926457899622173,5269,0.5988492212307405
32, Greece,24921,0.8335702253376263,25479,0.8369151674931138,25527,0.8371994743294326,24911,0.8335095993409141,25301,0.8358561666930907,25713,0.8382961366808646,26247,0.841401086666479,27308,0.8473871236070835,28183,0.8521513095526827,28606,0.8544016663512431,29472,0.858906778773681,30614,0.8646494283502927,31601,0.8694426298757622,33124,0.8765527218704013,34682,0.883495654942435,34542,0.8828846578539679,36145,0.8897369463582379,36964,0.8931214768421954,36595,0.8916059578049277,35194,0.8857093454404127,33282,0.8772715379591728,30084,0.8620113983526588,28994,0.8564367535135283,28044,0.8514044516575425,28664,0.8547076288242786,28576,0.8542431663912148,28602,0.8543805426298581,29146,0.8572265892026023,29555,0.8593315889103217,30155,0.8623674786957687
74, Grenada,8287,0.6672544210694743,8641,0.6735731268733759,8602,0.6728898138107264,8199,0.6656417763267647,8332,0.6680724636141516,8324,0.6679273572327917,8608,0.6729951402982336,8978,0.6793523414389697,9895,0.6940428796944765,10508,0.7031224307649196,10859,0.7080857229199153,10429,0.7019824910015989,10649,0.705135870615827,11649,0.7186937793555453,11241,0.7133082602191694,13665,0.7428049145322588,13077,0.7361610518311212,13658,0.7427275152611105,13789,0.7441694543489277,12424,0.7284232407103245,12717,0.731944288660252,12894,0.7340322422853243,12625,0.7308475174236405,12953,0.7347218622513373,13795,0.7442351688502742,14432,0.7510540897659052,14423,0.7509598598836316,14712,0.7539567047948142,15241,0.7592928508614235,15641,0.7632061771918387
127, Guatemala,5417,0.603033701459945,5550,0.6066976747010042,5654,0.6095020744310167,5745,0.6119139287309917,5832,0.6141843089725293,5967,0.6176411127146714,5974,0.6178182151752327,6096,0.620871972733455,6277,0.6252917638805056,6354,0.6271334922317726,6428,0.6288825532567351,6466,0.6297729106960095,6490,0.630332549735817,6518,0.6309828521667816,6565,0.6320681766209436,6636,0.6336930626664374,6820,0.6378244519538238,7093,0.6437532248148039,7211,0.6462455319540054,7081,0.6434974509740187,7143,0.644814311865315,7267,0.6474140860558311,7423,0.6506224699872896,7557,0.6533250077606672,7735,0.6568417661499067,7932,0.6606407765003831,8029,0.6624768251611454,8143,0.6646065108674212,8274,0.6670172705458008,8494,0.6709812695882847
178, Guinea,1405,0.39918325875504607,1401,0.398752593512851,1426,0.4014243244870323,1485,0.4075483429076393,1510,0.41007020000065475,1540,0.4130418839964296,1575,0.4164365376733543,1603,0.4190983815533338,1628,0.421436028505284,1678,0.42600551580866086,1685,0.42663435413558515,1699,0.42788423138427,1788,0.43559680985110033,1815,0.4378608015771597,1814,0.437777552343099,1829,0.4390214989670821,1763,0.4334698283365003,1841,0.4400093328834444,1868,0.44220861937190015,1786,0.4354277491380087,1852,0.44090920721824334,1897,0.44453568595645543,1972,0.45039280626583766,1935,0.44753167027718815,1995,0.4521444174338146,2056,0.4566939588529912,2228,0.4688300745673713,2409,0.4806286452373524,2347,0.47669004728678477,2405,0.48037761779050014
175, Guinea-Bissau,1692,0.42726058548535584,1664,0.42473993076381084,1689,0.42699251845603386,1680,0.42618545118595824,1702,0.42815072201154086,1713,0.4291238516114439,1746,0.432006181984559,1842,0.44009136152047496,1480,0.40703887958700524,1652,0.42364663963629107,1668,0.42510260976487835,1652,0.42364663963629107,1632,0.42180671760267135,1602,0.4190041190033921,1614,0.42013140581258157,1644,0.42291335794689683,1659,0.4242853540398342,1680,0.42618545118595824,1672,0.4254644200728961,1692,0.42726058548535584,1739,0.4313993575703967,1850,0.4407459919334503,1770,0.4340684082987424,1736,0.43113854185429795,1803,0.436858769833902,1848,0.44058260010423705,1916,0.446041105652715,1929,0.4470625527219488,1945,0.4483103097918659,1996,0.4522201156220085
